Complexity,Loss,Equation
22,0.00017904214053779743,"(10.047691482078001 - -0.006762994645190274) / exp((pow2(x2 + (x1 * 0.9994733658420624)) / 7.233503954535396) + pow2(((-8.002313472662356 - x2) + x1) / 0.9134661924508223))"
23,0.0001785094008163265,"(exp(1.4110284352322426 * x2) + 10.047691482078001) / exp((pow2(x2 + x1) / 7.233503954535396) + pow2(((x1 - x2) + -8.002313472662356) / 0.9134661924508223))"
24,0.0001767230310155929,"10.047691482078001 / (exp((pow2(x1 + x2) / 7.211457686859292) + pow2(((-8.002147257401631 + x1) - x2) / 0.9136935772221845)) - exp(pow2(x2) * -0.5766759028613521))"
25,0.00017654933667721927,"10.047691482078001 / (exp((pow2(x1 + x2) / 7.211457686859292) + pow2(((-8.002147257401631 + x1) - x2) / 0.9136935772221845)) - exp(pow2(x2) * log(0.5742404298169417)))"
26,0.0001763074910822086,"10.047691482078001 / (exp(pow2(((x1 - x2) + -8.002147257401631) / 0.9136935772221845) + (pow2(x1 + x2) / 7.211457686859292)) - exp((pow2(x2) - 0.48677987335813333) * -0.5766759028613521))"
27,0.00017248785977181616,"(10.047691482078001 + exp(-1.8206386344106993 - pow2(pow3(x2 - -1.8206386344106993)))) / exp(pow2(((-8.002313472662356 + x1) - x2) / 0.9134661924508223) + (pow2(x2 + x1) / 7.233503954535396))"
28,0.00017068816547528246,"(exp(-1.4780571951607102 - pow2(pow3(x2 - -1.8206386344106993))) + pow2(-3.170023190310579)) / exp(pow2(((x1 - x2) + -8.002147257401631) / 0.9136935772221845) + (pow2(x1 + x2) / 7.211457686859292))"
29,0.0001705999970566224,"(pow2(-3.170023190310579) + exp(-1.4780571951607102 - pow2(pow3(log(0.1605318751618508) - x2)))) / exp(pow2((x1 + (-8.002147257401631 - x2)) / 0.9136935772221845) + (pow2(x1 + x2) / 7.211457686859292))"
30,0.00016890661762645754,"(10.06649324864508 + exp(-1.3541374958782428 - pow2(((x2 + 1.9764051477104132) * x2) + -1.3541374958782428))) / exp((pow2(x1 + x2) / 7.211457686859292) + pow2((-8.002313472662356 + (x1 - x2)) / 0.9136935772221845))"
31,0.00016692775625058406,"(exp(-1.3541374958782428 - pow2(((1.9764051477104132 + x2) * x2) + -1.4275130948928767)) + pow2(-3.170023190310579)) / exp(pow2((x1 + (-8.002313472662356 - x2)) / 0.9136935772221845) + (pow2(x2 + x1) / 7.211457686859292))"
32,0.0001668893607764177,"(exp(-1.3541374958782428 - pow2(((1.9764051477104132 + x2) * x2) + log(0.22553533089392652))) + pow2(-3.170023190310579)) / exp(pow2((x1 + (-8.002313472662356 - x2)) / 0.9136935772221845) + (pow2(x2 + x1) / 7.211457686859292))"
33,0.00016609716770169761,"(exp(-1.3541374958782428 - pow2(-1.554011491479772 + (x2 * (x2 + 1.9764051477104132)))) + pow2(-3.170023190310579)) / exp(pow2((-8.002313472662356 + (x1 - x2)) / 0.9136935772221845) + (pow2((0.9994733658420624 * x2) + x1) / 7.211457686859292))"
35,0.00016608399509242827,"(exp(-1.3541374958782428 - pow2((-1.1247539322481728 / 0.7713584524947097) + (x2 * (x2 + 1.9764051477104132)))) + pow2(-3.170023190310579)) / exp(pow2((-8.002313472662356 + (x1 - x2)) / 0.9136935772221845) + (pow2((0.9994733658420624 * x2) + x1) / 7.211457686859292))"
36,0.00016573472892673227,"(pow2(-3.170023190310579) + exp(-1.3097642507682825 - pow2(((x2 * (x2 + pow3(1.2458876262417735))) - 0.2799977063474323) + -1.3541374958782428))) / exp((pow2(x2 + (x1 / 0.9994733658420624)) / 7.211457686859292) + pow2(((x1 - x2) + -8.002147257401631) / 0.9136935772221845))"
37,0.00016572949039751062,"(pow2(-3.170023190310579) + exp(log(0.2887338263552544) - pow2((x2 * (x2 + pow3(1.2458876262417735))) + (-1.3541374958782428 - 0.2799977063474323)))) / exp((pow2((x1 / 0.9994733658420624) + x2) / 7.211457686859292) + pow2(((x1 - x2) + -8.002147257401631) / 0.9136935772221845))"
